Genomic Distance,Column1,10th,11th,12th,13th,14th,15th,16th,17th,18th,this work- Trajectories,2nd,3rd,4th,5th,6th,7th,8th,9th,avee
"16,995",16994900,2.00676,1.58674,1.98476,2.54409,2.54788,2.92933,2.49482,1.70254,1.80796,2.33588,2.44554,2.56802,2.1059,2.09422,2.1266,2.58635,1.6653,1.39163,2.162462222
"17,113",17112900,2.04591,1.56636,1.9912,2.57138,2.57354,2.94296,2.50783,1.72385,1.8314,2.33997,2.47681,2.5771,2.13937,2.10703,2.1513,2.61251,1.65446,1.36612,2.176616667
"17,231",17230900,2.08369,1.54131,1.99599,2.60135,2.59634,2.95419,2.5199,1.7474,1.85175,2.34774,2.50894,2.58251,2.17386,2.11891,2.17435,2.63959,1.63775,1.3394,2.189720556
"17,349",17348900,2.12375,1.52314,2.00459,2.62974,2.62507,2.95466,2.53433,1.77004,1.87462,2.35656,2.54236,2.5823,2.20801,2.1308,2.19902,2.66652,1.62095,1.3136,2.203336667
"17,467",17467000,2.16338,1.50523,2.00273,2.65498,2.64855,2.95637,2.54225,1.78993,1.89666,2.36472,2.57522,2.58361,2.24597,2.136,2.22726,2.69335,1.59404,1.28998,2.215012778
"17,585",17585000,2.19857,1.4813,1.99202,2.68436,2.66705,2.95238,2.55597,1.80055,1.91792,2.37558,2.59286,2.58038,2.28298,2.13976,2.26131,2.71601,1.57111,1.28131,2.225078889
"17,703",17703000,2.2293,1.4676,1.99009,2.71479,2.6945,2.95226,2.56506,1.81241,1.93015,2.38056,2.60998,2.57293,2.32069,2.14974,2.29533,2.73892,1.5503,1.28141,2.236445556
"17,821",17821000,2.25717,1.46529,1.98202,2.73944,2.71415,2.94763,2.57353,1.81746,1.94163,2.38782,2.61962,2.55803,2.35539,2.16766,2.3317,2.75311,1.51746,1.29289,2.245666667
"17,939",17939000,2.28742,1.45723,1.97378,2.76506,2.73087,2.94847,2.5828,1.82109,1.95979,2.39625,2.62358,2.53736,2.38387,2.1815,2.36276,2.76781,1.47933,1.29248,2.252858333
"18,057",18057100,2.31799,1.45058,1.96242,2.79169,2.75309,2.94331,2.5985,1.82532,1.98157,2.40957,2.61355,2.51412,2.40907,2.19707,2.39817,2.78307,1.44109,1.29767,2.260436111
"18,175",18175100,2.34281,1.44719,1.95024,2.80613,2.76795,2.93072,2.60949,1.83288,2.00411,2.42279,2.5952,2.48336,2.43608,2.20924,2.42914,2.79623,1.40251,1.30216,2.264901667
"18,293",18293100,2.36678,1.44842,1.93743,2.82172,2.7757,2.91922,2.62626,1.84332,2.03262,2.43117,2.58332,2.45147,2.45527,2.22035,2.45496,2.81299,1.37138,1.31701,2.270521667
"18,411",18411100,2.37563,1.46067,1.92502,2.83894,2.77434,2.89669,2.64154,1.85359,2.05369,2.44725,2.56384,2.41643,2.47015,2.21949,2.47683,2.81615,1.34045,1.34157,2.272903889
"18,529",18529100,2.3749,1.46478,1.91564,2.84612,2.77108,2.88024,2.66331,1.87722,2.08067,2.46059,2.54518,2.38438,2.48353,2.22624,2.49905,2.81172,1.30647,1.35872,2.274991111
"18,647",18647200,2.3675,1.46428,1.91153,2.85589,2.76118,2.86274,2.67103,1.90257,2.096,2.4702,2.53378,2.34528,2.48375,2.23003,2.5259,2.80252,1.27337,1.37002,2.273753889
"18,765",18765200,2.36961,1.47402,1.91713,2.86042,2.74591,2.84151,2.68565,1.93366,2.11079,2.4773,2.52654,2.29979,2.48457,2.24846,2.55153,2.78928,1.2445,1.37248,2.274063889
"18,883",18883200,2.37025,1.49187,1.91706,2.87112,2.72881,2.81965,2.69216,1.96286,2.13419,2.49044,2.51945,2.26948,2.49546,2.26339,2.57261,2.78381,1.2158,1.3726,2.276167222
"19,001",19001200,2.37542,1.51616,1.91136,2.86895,2.70917,2.78783,2.70618,2.01428,2.16358,2.51574,2.50448,2.24644,2.50733,2.28577,2.58137,2.78842,1.19295,1.36422,2.279980556
"19,119",19119200,2.39005,1.54354,1.90878,2.85637,2.70342,2.7648,2.71977,2.05747,2.1985,2.54707,2.48008,2.23863,2.51528,2.31148,2.6012,2.81157,1.17456,1.35559,2.287675556
"19,237",19237300,2.4177,1.57423,1.92548,2.83989,2.7076,2.74554,2.73556,2.10598,2.25701,2.58944,2.44377,2.24182,2.51833,2.34523,2.61914,2.83286,1.15574,1.33536,2.299482222
"19,355",19355300,2.45469,1.6138,1.92978,2.82213,2.70261,2.73897,2.75323,2.1726,2.31647,2.61153,2.41878,2.22343,2.54068,2.3897,2.63873,2.85764,1.14795,1.3209,2.31409
"19,473",19473300,2.5062,1.66164,1.93092,2.80094,2.70419,2.74616,2.7886,2.23964,2.36336,2.62875,2.39056,2.20156,2.56441,2.44606,2.66478,2.89665,1.16046,1.29446,2.332741111
"19,591",19591300,2.56015,1.71243,1.93457,2.77604,2.69996,2.75456,2.81553,2.3024,2.40414,2.6439,2.35393,2.17466,2.5821,2.50257,2.6872,2.92578,1.16503,1.27187,2.348156667
"19,709",19709300,2.60485,1.75705,1.94622,2.75239,2.70767,2.75905,2.82766,2.35585,2.43908,2.67365,2.30301,2.15837,2.59093,2.56072,2.70149,2.93608,1.15925,1.25869,2.360667222
"19,827",19827400,2.63843,1.79225,1.96518,2.73867,2.70416,2.77925,2.84558,2.40314,2.47339,2.69614,2.25349,2.14549,2.58725,2.60574,2.72446,2.93103,1.15218,1.2656,2.372301667
"19,945",19945400,2.67494,1.82345,1.98108,2.73349,2.70858,2.80727,2.85377,2.45826,2.51701,2.71631,2.20626,2.14218,2.57968,2.6583,2.73991,2.91589,1.1469,1.29068,2.386331111
"20,063",20063400,2.71422,1.85502,1.99378,2.73453,2.70744,2.84367,2.88491,2.51793,2.56864,2.74599,2.15429,2.14017,2.57305,2.70818,2.75048,2.90912,1.14438,1.32308,2.403826667
"20,181",20181400,2.7414,1.89787,1.99751,2.75826,2.69576,2.87531,2.91169,2.57252,2.62319,2.79413,2.11479,2.12974,2.5646,2.75137,2.76988,2.88796,1.13236,1.36508,2.421301111
"20,299",20299400,2.73544,1.92402,1.99214,2.78695,2.67262,2.88223,2.9196,2.61754,2.70638,2.83534,2.0781,2.09195,2.57462,2.77921,2.79481,2.86685,1.13212,1.39702,2.432607778
"20,418",20417500,2.74168,1.95258,2.03254,2.82891,2.67013,2.87714,2.96151,2.6743,2.78287,2.89163,2.02604,2.07926,2.59614,2.79509,2.79615,2.87411,1.13386,1.42183,2.451987222
"20,536",20535500,2.72999,1.95983,2.04704,2.89958,2.66861,2.856,2.99238,2.72386,2.83685,2.94616,1.96833,2.07036,2.62223,2.77513,2.79884,2.88449,1.12988,1.44122,2.463932222
"20,654",20653500,2.71236,1.99818,2.06862,2.92994,2.68245,2.86825,3.05632,2.75429,2.92168,2.98408,1.9439,2.08961,2.63633,2.7865,2.82221,2.88765,1.17187,1.47172,2.488108889
"20,772",20771500,2.71292,2.03809,2.08171,2.94524,2.70221,2.88042,3.12642,2.77036,2.98779,3.04261,1.92809,2.11362,2.63378,2.79779,2.84822,2.88567,1.237,1.51144,2.513521111
"20,890",20889500,2.74101,2.08713,2.07634,2.92399,2.73355,2.8861,3.19061,2.78018,3.04461,3.10799,1.9187,2.14084,2.62162,2.79675,2.84204,2.88104,1.29701,1.56431,2.535212222
"21,008",21007600,2.80679,2.14727,2.04132,2.92604,2.72917,2.88526,3.29112,2.76013,3.10297,3.19189,1.94382,2.18778,2.63597,2.77069,2.8128,2.84511,1.3314,1.5902,2.555540556
"21,126",21125600,2.87883,2.17588,1.9534,2.92472,2.74295,2.83117,3.34022,2.73786,3.16303,3.30427,1.97571,2.23251,2.67477,2.75117,2.79247,2.76126,1.38711,1.61015,2.568748889
"21,244",21243600,2.93173,2.21738,1.86294,2.94714,2.7128,2.77496,3.35699,2.7061,3.13461,3.38124,1.95063,2.19554,2.65821,2.75501,2.74943,2.64924,1.45508,1.62306,2.559005
"21,362",21361600,3.00166,2.22349,1.79254,2.98717,2.67038,2.7501,3.28568,2.67975,3.09516,3.4273,1.92659,2.14517,2.64659,2.75667,2.70735,2.53249,1.47101,1.58248,2.537865556
"21,480",21479600,2.991,2.18682,1.7626,3.06088,2.6168,2.67383,3.17746,2.62566,3.02703,3.37835,1.95319,2.0731,2.60727,2.6715,2.70149,2.46056,1.51107,1.5499,2.501583889
"21,598",,2.91154,2.2454,1.83696,3.18345,2.54891,2.55206,2.95238,2.45807,2.99732,3.22732,1.91515,2.06314,2.56368,2.50961,2.71526,2.33807,1.68777,1.39195,2.449891111
