Genomic Distance,Column1,10th,11th,12th,13th,14th,15th,16th,17th,18th,this work- Trajectories,2nd,3rd,4th,5th,6th,7th,8th,9th,avee
"15,579",15578600,3.03931,1.47473,1.46447,1.67501,1.43618,1.92963,2.06991,1.73585,1.95456,2.41498,1.4494,1.57618,2.20151,2.05961,1.69244,2.02867,2.17883,2.76431,1.952532222
"15,697",15696700,3.04612,1.46706,1.47322,1.70534,1.43441,1.9303,2.05408,1.73479,1.96228,2.41342,1.46922,1.57263,2.20957,2.06262,1.69289,2.03672,2.20609,2.7663,1.957614444
"15,815",15814700,3.05639,1.45375,1.48268,1.73276,1.43678,1.92797,2.03974,1.73796,1.97093,2.41381,1.48439,1.56786,2.21835,2.0628,1.69218,2.0443,2.23072,2.76522,1.962143889
"15,933",15932700,3.06784,1.44203,1.49016,1.76092,1.43695,1.92816,2.02763,1.74316,1.98415,2.41473,1.49528,1.56734,2.23242,2.06815,1.69332,2.04423,2.25591,2.7652,1.967643333
"16,051",16050700,3.07471,1.43425,1.50272,1.79007,1.4367,1.92875,2.01932,1.74665,1.99763,2.41624,1.50908,1.56699,2.24661,2.07406,1.69953,2.04119,2.28489,2.76365,1.974057778
"16,169",16168700,3.07768,1.43819,1.52409,1.826,1.43542,1.92979,2.00362,1.75267,2.01086,2.4162,1.51314,1.57442,2.26708,2.0842,1.71101,2.04052,2.31037,2.76317,1.982135
"16,287",16286800,3.0807,1.45024,1.54297,1.86149,1.42961,1.93336,1.99427,1.76285,2.02287,2.41071,1.51656,1.57794,2.28515,2.09537,1.72023,2.0421,2.33861,2.75806,1.990171667
"16,405",16404800,3.08761,1.46106,1.56247,1.89366,1.42218,1.94051,1.98842,1.77292,2.03047,2.40508,1.51491,1.5874,2.2994,2.10425,1.72541,2.0419,2.36931,2.75326,1.99779
"16,523",16522800,3.09676,1.4755,1.57936,1.92366,1.42094,1.95179,1.9782,1.78645,2.03406,2.39131,1.51252,1.59195,2.31272,2.11425,1.7295,2.03817,2.39724,2.74679,2.004509444
"16,641",16640800,3.10254,1.48546,1.58856,1.95013,1.41523,1.9666,1.96217,1.79736,2.03781,2.37558,1.50453,1.59734,2.32308,2.13251,1.73047,2.02999,2.42692,2.73757,2.009102778
"16,759",16758800,3.10381,1.49798,1.59502,1.97646,1.41733,1.99161,1.94166,1.80229,2.04602,2.35874,1.48772,1.59855,2.33821,2.15217,1.73606,2.01231,2.45694,2.72607,2.013275
"16,877",16876900,3.10418,1.51027,1.60457,2.00254,1.41609,2.02223,1.92021,1.8041,2.05575,2.34492,1.46124,1.59666,2.35436,2.17415,1.74795,1.99286,2.4868,2.71616,2.017502222
"16,995",16994900,3.11028,1.52176,1.61686,2.03219,1.42125,2.05063,1.9024,1.80804,2.0668,2.33609,1.43453,1.59401,2.37529,2.19571,1.75963,1.97317,2.52099,2.7047,2.023573889
"17,113",17112900,3.1161,1.53068,1.62786,2.0658,1.42583,2.07382,1.88163,1.81344,2.07787,2.32476,1.40012,1.59521,2.40109,2.21785,1.76732,1.95039,2.54823,2.69139,2.028299444
"17,231",17230900,3.1207,1.54384,1.63276,2.10043,1.42847,2.09712,1.85875,1.81805,2.08605,2.30901,1.36514,1.59825,2.42635,2.23609,1.77305,1.92668,2.5701,2.67483,2.031426111
"17,349",17348900,3.12636,1.55038,1.63369,2.131,1.42868,2.11802,1.83781,1.82264,2.08924,2.2879,1.32654,1.59814,2.4492,2.25293,1.78251,1.89424,2.59211,2.65959,2.032276667
"17,467",17467000,3.12578,1.55223,1.63419,2.1638,1.42493,2.1333,1.81712,1.82316,2.09423,2.25745,1.28222,1.59791,2.46972,2.27234,1.79547,1.86626,2.60557,2.64399,2.031092778
"17,585",17585000,3.11915,1.55135,1.63901,2.19672,1.41334,2.15524,1.79303,1.81654,2.09145,2.22968,1.24588,1.60174,2.49502,2.28944,1.80843,1.84173,2.62301,2.63108,2.030102222
"17,703",17703000,3.11615,1.55183,1.65186,2.22138,1.399,2.17997,1.76778,1.81252,2.08444,2.20642,1.20994,1.60653,2.53108,2.31339,1.82757,1.82415,2.6416,2.6233,2.031606111
"17,821",17821000,3.11641,1.54598,1.65719,2.24348,1.38954,2.19914,1.74366,1.80566,2.07727,2.1788,1.16429,1.60597,2.55663,2.33825,1.84679,1.80443,2.65647,2.61221,2.030120556
"17,939",17939000,3.10917,1.53902,1.66113,2.26578,1.37348,2.22958,1.71439,1.79184,2.08358,2.1506,1.11347,1.60599,2.57068,2.36666,1.86856,1.7772,2.67694,2.60131,2.027743333
"18,057",18057100,3.10405,1.53829,1.6686,2.29786,1.36205,2.25806,1.69212,1.78384,2.0902,2.12324,1.07884,1.60613,2.58697,2.39819,1.88047,1.75544,2.69868,2.58256,2.028088333
"18,175",18175100,3.09462,1.54159,1.66368,2.3302,1.3535,2.28886,1.66547,1.78105,2.10202,2.09785,1.04542,1.60744,2.59953,2.42288,1.9052,1.72304,2.71783,2.55262,2.027377778
"18,293",18293100,3.08567,1.54461,1.66546,2.36397,1.34996,2.31795,1.64337,1.78076,2.10631,2.06933,1.02481,1.60627,2.60781,2.44179,1.92515,1.70048,2.72979,2.51732,2.026711667
"18,411",18411100,3.06815,1.53836,1.6657,2.39296,1.35415,2.338,1.61838,1.77096,2.11588,2.05452,1.00046,1.59813,2.60753,2.45736,1.94608,1.68046,2.73679,2.49045,2.024128889
"18,529",18529100,3.04617,1.52152,1.66591,2.41507,1.36078,2.35456,1.58785,1.75922,2.13122,2.04974,0.990532,1.59656,2.60226,2.46943,1.96415,1.65197,2.74001,2.46173,2.020482333
"18,647",18647200,3.01844,1.50839,1.65964,2.44116,1.36503,2.37565,1.56057,1.75197,2.15219,2.04593,0.996014,1.58734,2.60857,2.48497,1.97549,1.61596,2.74597,2.43078,2.018003556
"18,765",18765200,2.98385,1.49597,1.65905,2.46266,1.37144,2.39584,1.53823,1.73632,2.18196,2.04909,1.00877,1.57541,2.60545,2.49562,1.98907,1.57011,2.73802,2.39276,2.013867778
"18,883",18883200,2.95417,1.48876,1.66852,2.48466,1.38629,2.42535,1.50559,1.71914,2.20996,2.06059,1.0263,1.56363,2.60018,2.51116,1.99324,1.53526,2.72365,2.36165,2.012116667
"19,001",19001200,2.92746,1.4847,1.69512,2.49506,1.40713,2.44998,1.47782,1.70729,2.22811,2.07632,1.04068,1.5552,2.58887,2.52756,1.98835,1.48215,2.71368,2.3379,2.010187778
"19,119",19119200,2.91137,1.48867,1.72016,2.50266,1.41829,2.4681,1.45624,1.69488,2.24585,2.09585,1.06136,1.54645,2.584,2.55378,1.98457,1.41672,2.70297,2.31944,2.00952
"19,237",19237300,2.8981,1.49404,1.73996,2.50985,1.4306,2.48554,1.43884,1.67814,2.26362,2.12398,1.08329,1.53774,2.57755,2.57363,1.97066,1.35606,2.68363,2.31217,2.008744444
"19,355",19355300,2.90002,1.48391,1.74395,2.51771,1.42973,2.50181,1.43054,1.6693,2.28696,2.15108,1.11848,1.54315,2.56409,2.60778,1.96706,1.30754,2.65113,2.31405,2.010460556
"19,473",19473300,2.91583,1.46906,1.74334,2.54187,1.44301,2.51702,1.42439,1.65937,2.32832,2.19029,1.13197,1.54088,2.55509,2.65099,1.96615,1.27052,2.63443,2.31966,2.016788333
"19,591",19591300,2.92219,1.46487,1.74437,2.5759,1.46799,2.54971,1.41913,1.64521,2.3687,2.22437,1.13159,1.54016,2.5351,2.68362,1.98272,1.24117,2.62478,2.32019,2.024542778
"19,709",19709300,2.90625,1.46412,1.73524,2.6307,1.50979,2.57501,1.41105,1.62997,2.39402,2.25745,1.12322,1.53056,2.51302,2.70762,1.99492,1.21433,2.61368,2.31098,2.028996111
"19,827",19827400,2.90664,1.47596,1.72936,2.68306,1.55099,2.58582,1.3947,1.60728,2.42622,2.287,1.10149,1.52577,2.48557,2.7378,2.03048,1.18246,2.59942,2.31361,2.034646111
"19,945",19945400,2.91794,1.48333,1.727,2.73742,1.58413,2.59029,1.38241,1.58636,2.4574,2.31344,1.0887,1.51908,2.45046,2.75659,2.06168,1.14314,2.58525,2.32397,2.039366111
"20,063",20063400,2.93608,1.49425,1.72237,2.78341,1.63235,2.60134,1.38643,1.57177,2.49758,2.34658,1.08284,1.51116,2.41899,2.7706,2.09273,1.11352,2.57566,2.33683,2.048582778
"20,181",20181400,2.95241,1.5028,1.70227,2.81988,1.68985,2.60231,1.40157,1.55817,2.54911,2.38185,1.07784,1.50068,2.38699,2.78735,2.13608,1.09243,2.5668,2.3682,2.059810556
"20,299",20299400,2.95305,1.53872,1.68452,2.86103,1.74561,2.62231,1.40592,1.54157,2.60662,2.39914,1.09062,1.49181,2.35595,2.79152,2.15978,1.04917,2.53526,2.3913,2.067994444
"20,418",20417500,2.94219,1.58012,1.66353,2.89789,1.78495,2.63133,1.40579,1.54522,2.66702,2.44361,1.12783,1.46372,2.35952,2.78395,2.21433,1.02562,2.48755,2.42731,2.080637778
"20,536",20535500,2.90647,1.63765,1.6485,2.94027,1.79018,2.6217,1.40274,1.57854,2.71568,2.47941,1.1567,1.42785,2.36518,2.75786,2.26112,0.975535,2.42869,2.46734,2.086745278
"20,654",20653500,2.87718,1.69034,1.62958,2.96439,1.80472,2.61299,1.39898,1.58499,2.76581,2.51034,1.15546,1.39829,2.37462,2.7439,2.31489,0.936524,2.37635,2.49631,2.090870222
"20,772",20771500,2.83676,1.76026,1.60561,2.98631,1.81477,2.61666,1.41268,1.56809,2.81283,2.53841,1.1484,1.38556,2.38271,2.74525,2.37993,0.8931,2.31584,2.50689,2.095003333
"20,890",20889500,2.7709,1.84595,1.55082,2.98709,1.81573,2.65021,1.41717,1.52568,2.87074,2.54533,1.17577,1.35719,2.38207,2.73028,2.46099,0.830029,2.25576,2.50074,2.092913833
"21,008",21007600,2.6966,1.90547,1.48579,2.98411,1.81725,2.6772,1.43401,1.45503,2.97062,2.51239,1.17572,1.30324,2.37363,2.71132,2.53771,0.754849,2.21343,2.48876,2.083173833
"21,126",21125600,2.62752,1.95356,1.42256,2.96709,1.86561,2.69411,1.49952,1.40505,3.07644,2.49249,1.16225,1.25592,2.34805,2.66503,2.6805,0.626538,2.18048,2.47675,2.077748222
"21,244",21243600,2.57531,1.94305,1.36928,2.90745,1.91089,2.68326,1.54538,1.35968,3.10105,2.477,1.16343,1.21213,2.36065,2.63068,2.78272,0.523197,2.17484,2.41402,2.063000944
"21,362",21361600,2.57323,1.93404,1.32749,2.89167,1.91633,2.73114,1.60346,1.32191,3.131,2.46074,1.16024,1.18658,2.36212,2.63194,2.84406,0.456003,2.13425,2.28601,2.052900722
"21,480",21479600,2.63064,1.99044,1.26897,2.84569,1.86949,2.80621,1.65978,1.32988,3.12112,2.44957,1.15198,1.19471,2.32359,2.53243,2.90712,0.358238,2.06267,2.20937,2.039549889
"21,598",21597600,2.57729,2.03051,1.06596,2.89112,1.73718,2.93022,1.65473,1.35178,3.23883,2.43164,1.10446,1.18195,2.30735,2.47721,2.83485,0.295445,2.12871,2.02054,2.014431944
