Genomic Distance,Column1,10th,11th,12th,13th,14th,15th,16th,17th,18th,this work- Trajectories,2nd,3rd,4th,5th,6th,7th,8th,9th,avee
"15,579",15578600,1.87401,2.51245,3.2956,1.18054,3.0846,2.4507,1.44239,1.20214,2.11773,1.47551,2.36497,2.16321,1.61814,1.20243,1.82947,0.855499,2.20637,2.14198,1.945429944
"15,697",15696700,1.90766,2.50047,3.28906,1.18641,3.09067,2.46729,1.43624,1.19281,2.13195,1.50889,2.38572,2.1547,1.6107,1.19607,1.84217,0.898664,2.18679,2.14483,1.951727444
"15,815",15814700,1.93801,2.49103,3.28133,1.19426,3.09302,2.4839,1.43421,1.18196,2.14127,1.54374,2.41023,2.14786,1.60244,1.19071,1.85738,0.936662,2.1711,2.15202,1.958396222
"15,933",15932700,1.96477,2.48689,3.27893,1.20624,3.09799,2.50258,1.43827,1.17209,2.14944,1.57988,2.43647,2.13858,1.59939,1.18065,1.87011,0.977955,2.16124,2.15637,1.966546944
"16,051",16050700,1.98315,2.47753,3.27183,1.22138,3.10672,2.52072,1.44445,1.16392,2.15938,1.60162,2.46603,2.12987,1.60053,1.17559,1.88342,1.02085,2.15699,2.16276,1.974818889
"16,169",16168700,1.99665,2.46542,3.2633,1.22725,3.11628,2.54224,1.45999,1.16066,2.16759,1.62537,2.49525,2.11819,1.5981,1.16777,1.89505,1.06394,2.1558,2.17365,1.982916667
"16,287",16286800,2.00987,2.45364,3.25694,1.23637,3.12423,2.55644,1.47333,1.16471,2.17851,1.65057,2.51911,2.10446,1.59891,1.16664,1.90376,1.1056,2.15017,2.18373,1.990943889
"16,405",16404800,2.02409,2.44097,3.25255,1.24271,3.12821,2.56513,1.49472,1.17279,2.18691,1.67464,2.5428,2.08569,1.59823,1.17007,1.91393,1.14605,2.14073,2.19009,1.998350556
"16,523",16522800,2.04425,2.43209,3.25235,1.24599,3.12713,2.57287,1.51989,1.17904,2.19297,1.69971,2.56862,2.06645,1.59713,1.16593,1.92696,1.18508,2.12477,2.19537,2.005366667
"16,641",16640800,2.06787,2.42611,3.25728,1.25545,3.12161,2.57933,1.5448,1.18134,2.19283,1.71899,2.58635,2.04361,1.58703,1.16341,1.93636,1.21945,2.1076,2.19986,2.010515556
"16,759",16758800,2.09775,2.41862,3.25628,1.2638,3.11789,2.58028,1.57384,1.18619,2.18593,1.74216,2.60516,2.02014,1.57584,1.16274,1.9419,1.26096,2.08987,2.21047,2.016101111
"16,877",16876900,2.12111,2.40669,3.25597,1.26578,3.11414,2.57835,1.60321,1.19845,2.17998,1.7668,2.63079,1.99727,1.57437,1.16235,1.94142,1.29161,2.07631,2.22065,2.021402778
"16,995",16994900,2.1435,2.39227,3.25426,1.25811,3.11285,2.5738,1.64233,1.20436,2.1758,1.79093,2.65566,1.97671,1.56645,1.14967,1.94141,1.3206,2.05636,2.23423,2.024961111
"17,113",17112900,2.1612,2.3798,3.2505,1.25181,3.12059,2.56815,1.67622,1.20838,2.16958,1.81572,2.67526,1.95355,1.56351,1.13724,1.94822,1.35254,2.03684,2.24263,2.02843
"17,231",17230900,2.17653,2.37069,3.23961,1.24843,3.12193,2.56695,1.70894,1.19723,2.15675,1.83465,2.69364,1.92996,1.56512,1.12062,1.9507,1.38638,2.02486,2.24799,2.030054444
"17,349",17348900,2.199,2.36231,3.22828,1.24141,3.12645,2.56259,1.73542,1.19099,2.14272,1.85601,2.71528,1.91176,1.56631,1.10005,1.95327,1.42514,2.01631,2.25928,2.032921111
"17,467",17467000,2.21897,2.3525,3.21338,1.23298,3.12494,2.55743,1.76608,1.17329,2.13258,1.87848,2.7385,1.89334,1.56532,1.08294,1.94881,1.4699,1.99913,2.26265,2.033956667
"17,585",17585000,2.25052,2.34852,3.19941,1.22396,3.11404,2.54403,1.79862,1.15204,2.13284,1.88577,2.77185,1.86883,1.5642,1.07309,1.95005,1.5039,1.97258,2.26355,2.034322222
"17,703",17703000,2.28506,2.34545,3.19387,1.21486,3.10789,2.54163,1.83645,1.13633,2.13895,1.89051,2.80147,1.843,1.56648,1.06422,1.95749,1.54699,1.94797,2.27237,2.038388333
"17,821",17821000,2.32239,2.33647,3.19302,1.20595,3.09899,2.53137,1.87294,1.12107,2.14653,1.90074,2.82455,1.81852,1.56758,1.05683,1.96177,1.5914,1.92305,2.2762,2.041631667
"17,939",17939000,2.35699,2.32286,3.19091,1.19637,3.08748,2.52069,1.90646,1.11075,2.14549,1.91185,2.84861,1.80124,1.57581,1.05259,1.96963,1.63787,1.88875,2.28294,2.044849444
"18,057",18057100,2.39101,2.31841,3.1814,1.18421,3.08158,2.50721,1.9438,1.09928,2.13001,1.92901,2.87659,1.79366,1.5941,1.04954,1.97694,1.68587,1.85709,2.30211,2.050101111
"18,175",18175100,2.41714,2.31129,3.17584,1.17566,3.06583,2.49417,1.97922,1.09371,2.10628,1.94623,2.89103,1.78525,1.60837,1.04319,1.98763,1.73059,1.82423,2.31915,2.053045
"18,293",18293100,2.44282,2.31174,3.16479,1.17052,3.04519,2.49045,2.01325,1.08341,2.07904,1.95817,2.90412,1.7734,1.62162,1.0496,1.98947,1.77144,1.79483,2.32594,2.054988889
"18,411",18411100,2.45288,2.29985,3.16416,1.18323,3.02117,2.48622,2.05264,1.10225,2.05374,1.96331,2.9237,1.77073,1.63321,1.06869,1.97658,1.81809,1.77508,2.33243,2.059886667
"18,529",18529100,2.46552,2.27174,3.15729,1.18132,2.99494,2.47572,2.08667,1.1294,2.0206,1.95564,2.93954,1.77777,1.63165,1.10495,1.95582,1.85588,1.75381,2.33359,2.060658333
"18,647",18647200,2.47547,2.24061,3.14534,1.19141,2.97721,2.46143,2.10634,1.16806,1.98845,1.94893,2.9552,1.77771,1.63135,1.15178,1.93077,1.88935,1.71917,2.33012,2.060483333
"18,765",18765200,2.49427,2.21137,3.13118,1.19776,2.95605,2.43447,2.11823,1.20225,1.94346,1.9386,2.96124,1.79099,1.6249,1.19957,1.90675,1.91778,1.67065,2.32614,2.056981111
"18,883",18883200,2.50896,2.18328,3.12357,1.2035,2.93508,2.39978,2.12886,1.23754,1.90805,1.92956,2.96174,1.81283,1.63054,1.25134,1.87567,1.95108,1.62115,2.3121,2.054146111
"19,001",19001200,2.51297,2.14944,3.1194,1.20269,2.92077,2.37413,2.13833,1.26549,1.86608,1.90897,2.95417,1.83647,1.65366,1.30021,1.8512,2.00081,1.57858,2.30645,2.052212222
"19,119",19119200,2.50661,2.12365,3.11964,1.21411,2.91086,2.35691,2.15086,1.30111,1.82204,1.89662,2.96061,1.87604,1.67578,1.33488,1.81765,2.05716,1.55589,2.30217,2.054588333
"19,237",19237300,2.50838,2.08503,3.12754,1.23042,2.91625,2.34459,2.16494,1.33455,1.79324,1.87692,2.97031,1.91202,1.69292,1.37627,1.77968,2.10644,1.524,2.28714,2.057257778
"19,355",19355300,2.51824,2.06067,3.12208,1.26598,2.92482,2.3509,2.18668,1.35599,1.77012,1.85584,2.9749,1.95229,1.70821,1.40012,1.7632,2.16942,1.50678,2.28946,2.065316667
"19,473",19473300,2.52351,2.03672,3.12197,1.30667,2.92408,2.35005,2.21358,1.38586,1.75256,1.85157,2.97919,2.00285,1.72314,1.43007,1.75046,2.22543,1.47998,2.31561,2.076294444
"19,591",19591300,2.52794,2.019,3.11559,1.33231,2.93191,2.36427,2.23718,1.41553,1.74365,1.85894,2.98477,2.05545,1.73952,1.45378,1.74099,2.27886,1.44525,2.35745,2.089021667
"19,709",19709300,2.54141,2.0242,3.0912,1.3456,2.94614,2.38025,2.27462,1.44632,1.73431,1.86798,2.99748,2.11171,1.75227,1.47255,1.74618,2.32915,1.41653,2.40802,2.104773333
"19,827",19827400,2.57537,2.03758,3.06301,1.36355,2.96242,2.39878,2.3088,1.46444,1.74567,1.87399,3.0177,2.17783,1.78128,1.51079,1.77274,2.37821,1.39591,2.45704,2.126950556
"19,945",19945400,2.61615,2.05356,3.01635,1.39628,2.96693,2.40829,2.34856,1.47927,1.76688,1.87395,3.03014,2.24768,1.82282,1.53986,1.81038,2.43617,1.3781,2.49249,2.149103333
"20,063",20063400,2.65512,2.07124,2.97726,1.43622,2.97881,2.41315,2.37904,1.50402,1.77818,1.88336,3.03531,2.31887,1.86718,1.57579,1.84648,2.50581,1.37345,2.54535,2.174702222
"20,181",20181400,2.67867,2.07603,2.94029,1.46033,2.98854,2.42144,2.38814,1.51267,1.77032,1.89112,3.04551,2.38029,1.90818,1.59578,1.87083,2.58231,1.38802,2.58566,2.193562778
"20,299",20299400,2.70078,2.07094,2.88576,1.47392,2.98599,2.43511,2.38052,1.52613,1.77105,1.9194,3.02009,2.42472,1.9688,1.60448,1.90593,2.64452,1.38643,2.60118,2.205875
"20,418",20417500,2.73811,2.05258,2.834,1.49569,2.96458,2.43098,2.36144,1.53647,1.76302,1.93955,2.99116,2.46398,2.04566,1.63944,1.94522,2.68607,1.38638,2.64557,2.217772222
"20,536",20535500,2.77459,2.03344,2.78086,1.50914,2.92284,2.39789,2.33353,1.55052,1.75728,1.95911,2.95504,2.49503,2.09586,1.64525,1.97184,2.71778,1.36483,2.69539,2.220012222
"20,654",20653500,2.82329,2.04737,2.74546,1.54637,2.87752,2.38131,2.28529,1.56461,1.75525,1.937,2.9095,2.52939,2.13423,1.65985,2.03211,2.72628,1.35703,2.74631,2.225453889
"20,772",20771500,2.84931,2.08203,2.70091,1.57749,2.82135,2.35229,2.24127,1.61751,1.75315,1.93583,2.86643,2.5423,2.15737,1.66634,2.11737,2.7,1.33575,2.80832,2.229167778
"20,890",20889500,2.85404,2.11609,2.64848,1.61737,2.75754,2.33258,2.16325,1.68494,1.78281,1.90815,2.80887,2.52626,2.15301,1.67091,2.19505,2.6561,1.2894,2.87293,2.224321111
"21,008",21007600,2.85281,2.19091,2.64122,1.63559,2.71133,2.26904,2.08988,1.74924,1.78074,1.92414,2.75791,2.48981,2.07504,1.66457,2.23821,2.56782,1.25824,2.90698,2.211304444
"21,126",21125600,2.88888,2.29449,2.57074,1.65068,2.66193,2.22669,1.99147,1.81757,1.79789,1.92541,2.70257,2.43904,2.00959,1.66801,2.25195,2.42977,1.15595,2.96893,2.191753333
"21,244",21243600,2.87804,2.38878,2.56855,1.66176,2.62643,2.13406,1.86666,1.87139,1.83694,1.90851,2.63967,2.43337,1.89614,1.61296,2.29749,2.32703,1.09367,3.00314,2.169143889
"21,362",21361600,2.8923,2.50393,2.63426,1.63302,2.55774,2.06775,1.75358,1.9519,1.80087,1.86516,2.54458,2.40795,1.79942,1.60758,2.32255,2.24821,1.05367,2.93651,2.143387778
"21,480",21479600,2.89956,2.60134,2.66544,1.56475,2.49293,1.91735,1.66756,2.01685,1.72318,1.83206,2.39034,2.41586,1.68632,1.68232,2.4006,2.27949,0.994688,2.91828,2.119384333
"21,598",21597620,3.02695,2.80506,2.63781,1.63654,2.4793,1.67379,1.6032,2.17693,1.58652,1.88317,2.35185,2.39272,1.7339,1.80046,2.4732,2.10287,0.829241,3.10043,2.127441167
